time,host_name,packet_size,min,avg,max,deviation,loss_percent
1,nic.ru,2048,151.385,151.578,152.170,0.463,5
1,nic.ru,64,146.743,148.704,150.282,1.403,0
1,nic.ru,128,146.819,149.340,152.070,1.346,0
1,nic.ru,256,146.913,148.813,150.360,1.423,0
1,nic.ru,512,147.294,149.724,151.360,1.458,0
1,nic.ru,1024,147.954,150.581,152.065,1.167,0
1,nic.ru,2048,151.350,151.735,152.548,0.478,0
1,nic.ru,64,146.657,148.974,150.281,1.304,0
1,nic.ru,128,146.780,149.049,150.269,1.304,0
1,nic.ru,256,147.018,149.166,150.288,1.308,0
1,nic.ru,512,147.257,149.758,151.698,1.630,0
1,nic.ru,1024,147.535,150.099,151.901,1.781,0
1,nic.ru,2048,151.902,152.042,152.541,0.534,0
1,nic.ru,64,146.314,148.832,150.692,1.836,0
1,nic.ru,128,146.401,149.335,151.160,1.651,0
1,nic.ru,256,146.535,148.867,151.002,1.838,0
1,nic.ru,512,146.912,150.559,165.461,3.795,0
1,nic.ru,1024,147.510,150.062,151.601,1.774,0
1,nic.ru,2048,151.856,152.121,152.981,0.488,0
1,nic.ru,64,146.398,149.804,150.560,1.081,0
1,nic.ru,128,146.413,149.758,151.171,1.406,0
1,nic.ru,256,146.533,149.186,151.422,1.878,0
1,nic.ru,512,146.863,148.904,151.620,1.924,0
1,nic.ru,1024,147.627,149.432,152.133,1.852,0
1,nic.ru,2048,151.850,152.203,153.329,0.441,0
1,nic.ru,64,146.293,148.995,150.317,1.656,0
1,nic.ru,128,146.382,149.686,151.093,1.377,0
1,nic.ru,256,146.536,149.356,151.177,1.708,0
1,nic.ru,512,146.857,149.627,151.390,1.639,0
1,nic.ru,1024,147.974,150.927,152.873,1.336,0
1,nic.ru,2048,151.912,152.093,152.364,0.482,0
1,nic.ru,64,146.314,148.925,151.574,1.836,0
1,nic.ru,128,146.445,149.148,150.824,1.667,0
1,nic.ru,256,146.602,149.352,151.060,1.757,0
1,nic.ru,512,146.931,149.158,151.535,1.957,0
1,nic.ru,1024,147.565,150.016,151.878,1.914,0
1,nic.ru,2048,151.915,152.149,152.851,0.479,0
1,nic.ru,64,146.297,148.859,151.119,1.988,0
1,nic.ru,128,146.424,149.472,151.126,1.733,0
1,nic.ru,256,146.598,149.394,151.281,1.847,0
1,nic.ru,512,146.929,149.678,151.452,1.738,0
1,nic.ru,1024,147.609,150.115,152.414,1.990,0
1,nic.ru,2048,151.880,152.080,152.787,0.587,0
1,nic.ru,64,146.329,149.530,150.886,1.640,0
1,nic.ru,128,146.463,149.259,150.787,1.704,0
1,nic.ru,256,146.637,149.065,150.429,1.769,0
1,nic.ru,512,147.003,150.083,154.733,1.991,0
1,nic.ru,1024,147.595,150.534,152.599,1.798,0
1,nic.ru,2048,151.845,152.638,153.291,0.672,10
1,nic.ru,64,146.719,148.871,151.463,1.931,0
1,nic.ru,128,146.464,150.338,152.030,1.752,5
1,nic.ru,256,147.567,150.385,151.914,1.667,10
1,nic.ru,512,146.976,150.057,151.990,1.953,5
1,nic.ru,1024,148.134,151.398,152.845,1.766,15
1,nic.ru,2048,152.443,153.022,153.427,0.468,0
1,nic.ru,64,147.179,149.647,151.329,1.836,0
1,nic.ru,128,147.284,150.042,151.504,1.785,5
1,nic.ru,256,147.544,150.360,152.020,1.771,5
1,nic.ru,512,147.713,150.178,152.028,1.817,0
1,nic.ru,1024,148.155,150.960,152.683,1.869,10
1,nic.ru,2048,152.218,152.942,154.090,0.672,10
1,nic.ru,64,147.396,150.516,151.638,1.446,15
1,nic.ru,128,147.524,149.448,156.445,2.352,15
1,nic.ru,256,147.167,150.578,155.616,1.965,5
1,nic.ru,512,148.134,151.288,152.219,1.327,0
1,nic.ru,1024,148.807,151.705,153.181,1.443,5
1,nic.ru,2048,152.574,153.179,153.884,0.398,20
1,nic.ru,64,147.728,149.809,153.868,1.944,15
1,nic.ru,128,147.709,150.115,151.575,1.643,30
1,nic.ru,256,148.324,151.174,151.702,1.028,0
1,nic.ru,512,148.518,150.633,152.130,1.667,10
1,nic.ru,1024,149.192,151.437,152.802,1.662,15
1,nic.ru,2048,152.669,153.074,153.358,0.375,10
1,nic.ru,64,147.830,149.657,151.685,1.673,10
1,nic.ru,128,147.912,150.577,151.867,1.435,15
1,nic.ru,256,147.774,150.798,154.894,1.830,15
1,nic.ru,512,148.504,150.850,152.195,1.521,5
1,nic.ru,1024,149.017,151.862,152.768,1.415,5
1,nic.ru,2048,153.070,153.232,153.460,0.491,20
