time,host_name,packet_size,min,avg,max,deviation,loss_percent
1,google.com,64,42.961,43.097,43.672,0.305,0
1,iitg.ac.in,64,320.972,321.086,321.337,0.744,0
1,nic.ru,64,147.497,150.884,152.295,1.954,0
1,imare.in,64,201.354,202.311,208.314,1.562,0
1,bewakoof.com,64,12.773,12.875,12.986,0.154,0
1,google.com,64,43.695,43.813,44.399,0.307,0
1,iitg.ac.in,64,320.932,321.037,321.221,0.649,0
1,nic.ru,64,147.606,150.681,152.054,1.971,0
1,imare.in,64,201.221,201.704,202.328,0.638,0
1,bewakoof.com,64,12.788,12.848,12.942,0.159,0
