time,host_name,packet_size,min,avg,max,deviation,loss_percent
1,nic.ru,2048,151.408,151.544,152.128,0.543,0
1,nic.ru,64,146.859,149.104,149.850,1.156,0
1,nic.ru,128,146.861,149.189,149.917,1.146,0
1,nic.ru,256,147.046,148.925,151.101,1.556,0
1,nic.ru,512,147.389,149.600,150.576,1.231,0
1,nic.ru,1024,148.040,150.119,153.781,1.567,0
1,nic.ru,2048,151.449,151.695,152.403,0.513,0
1,nic.ru,64,146.769,148.713,150.733,1.387,0
1,nic.ru,128,146.864,149.057,150.008,1.211,0
1,nic.ru,256,147.105,149.348,150.036,1.179,0
1,nic.ru,512,147.442,149.318,150.589,1.442,0
1,nic.ru,1024,148.099,150.144,152.946,1.552,0
1,nic.ru,2048,151.473,151.675,152.755,0.624,0
1,nic.ru,64,146.778,148.713,151.216,1.474,0
1,nic.ru,128,146.890,148.926,151.209,1.451,0
1,nic.ru,256,147.096,149.297,152.114,1.464,0
1,nic.ru,512,147.387,149.569,151.543,1.424,0
1,nic.ru,1024,148.164,150.642,151.194,0.848,0
1,nic.ru,2048,151.459,151.527,151.755,0.145,0
1,nic.ru,64,146.788,148.207,150.557,1.540,0
1,nic.ru,128,146.811,148.481,150.092,1.371,0
1,nic.ru,256,147.058,149.076,150.085,1.313,0
1,nic.ru,512,147.369,149.174,151.190,1.404,0
1,nic.ru,1024,148.005,149.713,151.255,1.372,0
1,nic.ru,2048,151.408,151.552,151.752,0.417,0
1,nic.ru,64,146.697,148.204,149.671,1.410,0
1,nic.ru,128,146.971,149.353,150.201,1.038,0
1,nic.ru,256,147.040,148.521,149.945,1.432,0
1,nic.ru,512,147.366,149.248,150.309,1.392,0
1,nic.ru,1024,148.154,150.224,151.058,1.088,0
1,nic.ru,2048,151.432,151.652,153.035,0.633,0
1,nic.ru,64,146.908,149.145,150.835,1.376,0
1,nic.ru,128,147.867,149.760,151.371,1.388,0
1,nic.ru,256,148.008,149.726,153.027,1.599,0
1,nic.ru,512,148.319,150.281,154.675,1.655,0
1,nic.ru,1024,149.101,151.247,152.301,1.234,0
1,nic.ru,2048,152.396,152.543,153.048,0.528,0
1,nic.ru,64,147.742,149.763,150.737,1.311,0
1,nic.ru,128,147.806,149.685,151.256,1.410,0
1,nic.ru,256,148.033,149.669,151.131,1.338,0
1,nic.ru,512,148.369,150.289,151.606,1.286,0
1,nic.ru,1024,148.982,151.001,152.437,1.410,0
1,nic.ru,2048,152.391,152.525,153.201,0.461,0
1,nic.ru,64,147.664,149.464,151.077,1.387,0
1,nic.ru,128,147.842,149.527,150.945,1.372,0
1,nic.ru,256,148.024,149.628,152.016,1.404,0
1,nic.ru,512,148.361,150.812,152.683,1.128,0
1,nic.ru,1024,149.040,151.761,154.560,1.217,0
1,nic.ru,2048,152.368,152.588,153.647,0.546,0
1,nic.ru,64,147.658,149.757,152.549,1.573,0
1,nic.ru,128,147.994,150.226,151.629,1.293,0
1,nic.ru,256,148.001,150.105,151.367,1.313,0
1,nic.ru,512,148.337,150.603,154.100,1.543,0
1,nic.ru,1024,149.060,150.783,153.279,1.456,0
1,nic.ru,2048,152.416,152.752,154.401,0.686,0
1,nic.ru,64,147.753,149.832,151.439,1.350,0
1,nic.ru,128,147.853,149.755,156.751,2.145,0
1,nic.ru,256,148.077,150.122,151.347,1.181,0
1,nic.ru,512,148.445,150.600,152.208,1.343,0
1,nic.ru,1024,149.133,151.862,154.401,0.990,0
1,nic.ru,2048,152.420,152.645,153.400,0.290,0
1,nic.ru,64,147.705,149.869,151.827,1.466,0
1,nic.ru,128,147.775,149.733,151.222,1.392,0
1,nic.ru,256,147.988,149.888,151.440,1.380,0
1,nic.ru,512,148.441,150.693,154.710,1.641,0
1,nic.ru,1024,149.076,151.030,152.514,1.399,0
1,nic.ru,2048,152.421,152.567,153.318,0.276,0
1,nic.ru,64,147.713,149.570,152.416,1.598,0
1,nic.ru,128,147.963,149.531,151.311,1.360,0
1,nic.ru,256,148.016,150.614,154.942,1.648,0
1,nic.ru,512,148.254,150.616,151.716,1.287,0
1,nic.ru,1024,149.022,150.776,152.876,1.370,0
1,nic.ru,2048,152.402,152.566,153.526,0.472,0
1,nic.ru,64,147.717,149.992,151.260,1.288,0
1,nic.ru,128,147.862,149.581,151.280,1.290,0
1,nic.ru,256,147.001,148.461,150.367,1.401,0
1,nic.ru,512,147.445,149.566,150.552,1.254,0
1,nic.ru,1024,148.027,149.867,151.138,1.357,0
1,nic.ru,2048,151.429,151.521,151.852,0.500,0
1,nic.ru,64,146.733,148.872,150.818,1.737,0
1,nic.ru,128,146.927,148.763,151.108,1.948,0
1,nic.ru,256,147.007,149.499,151.075,1.911,0
1,nic.ru,512,147.436,150.611,151.647,1.639,0
1,nic.ru,1024,148.039,151.131,152.854,1.743,0
1,nic.ru,2048,152.560,152.650,152.764,0.223,0
